title,release_date,popularity,vote_average,vote_count
Moscow-Cassiopeia,1974-09-23,0.8874,6.244,43
Frankenstein vs. the Creature from Blood Cove,2005-10-04,0.7864,4.429,7
Bad Taste,1989-06-21,1.4602,6.305,900
Star Slammer,1986-10-10,0.8463,3.808,39
Galaxy Turnpike,2015-10-24,1.1269,6.8,5
Submersion of Japan,1973-12-29,1.4369,6.881,21
Ji,2019-08-11,1.7039,5.9,5
Bodacious Space Pirates: Abyss of Hyperspace,2014-02-22,1.3787,8.0,4
Smosh: The Movie,2015-07-23,1.224,4.4,212
Sentinel,2024-03-22,1.5162,3.773,22
Wonder Woman: Bloodlines,2019-10-04,1.7144,6.867,511
The Wandering Earth III,2027-02-06,1.4389,0.0,0
Wedlock,1991-09-05,1.5259,5.777,186
Death Racers,2008-09-28,1.7264,2.964,28
Mobile Suit Gundam: Iron-Blooded Orphans - Urdr-Hunt: Path of the Little Challenger,2026-01-12,1.3682,5.5,2
Amazing,2013-09-30,1.3037,0.0,0
Justice League: The New Frontier,2008-02-26,1.4946,6.831,550
The Divide,2012-01-13,1.6878,5.864,726
Detention,2012-04-06,1.3846,5.583,409
Cybolica,2019-10-27,1.6172,6.7,3
Omicron,1963-09-01,1.6032,6.2,16
Transformers: Beginnings,2007-10-16,1.3871,6.9,281
Galaxy Express 999: Eternal Fantasy,1998-03-07,1.6246,6.2,13
Mobile Suit Gundam 00 The Movie: -A Wakening of the Trailblazer-,2010-09-18,1.7599,6.3,32
Dr. Jekyll and Mr. Hyde,2008-05-17,1.0041,4.6,38
Ape vs Mecha Ape,2023-03-24,1.4204,5.768,289
Terminatrix,1995-09-20,1.4257,4.1,10
The Girl Who Leapt Through Time,2016-12-13,1.5719,6.671,36
Gundam Wing: The Endless Waltz,2026-01-12,1.4399,7.3,52
Starship Troopers: Invasion,2012-08-28,1.6795,5.862,423
Billion Dollar Limited,1942-01-09,0.9255,6.923,52
They're Back! Tokumei Sentai Go-Busters vs. Doubutsu Sentai Go-Busters,2013-06-21,1.6163,6.5,8
Frequencies,2013-07-24,1.5737,6.549,432
Beyond Skyline,2017-12-15,1.0789,5.289,1085
Land Of The Sons,2021-07-01,1.4755,6.1,109
Assassin,2023-03-31,1.398,5.172,87
The Man from Planet Alpha,1966-05-28,1.0659,0.0,0
Class of Nuke 'Em High,1986-12-12,1.0288,5.56,193
Single8,2023-03-18,0.8876,7.462,13
Moon Over Tao: Makaraga,1997-11-29,1.0986,6.333,6
Godzilla Fantasia,1984-01-02,1.7892,9.7,11
Macross Dynamite 7,1997-12-18,1.0257,2.5,2
Eolomea,1972-09-21,1.6448,5.3,33
Green Lantern: Emerald Knights,2011-06-07,1.4721,6.659,538
Alien Dick,2022-04-17,1.2532,0.0,0
The Bulleteers,1942-03-27,1.009,6.533,45
Frankenspy,2023-10-05,0.7374,1.0,2
"I, Monster",1973-04-01,1.7243,5.406,53
Control,2013-11-22,1.2789,5.35,30
The Jungle,1952-08-01,0.8255,3.667,3
Spore,2015-03-27,1.5403,0.0,0
OtherLife,2017-10-05,1.3487,6.416,465
Resurrected,2023-04-27,1.4423,6.3,110
Before We Vanish,2018-02-02,1.5877,6.49,98
Miltown,2022-10-15,1.6772,0.0,0
Hellbinders,2009-01-01,1.5636,3.769,13
Dr. Jekyll and Mr. Hyde,2003-10-18,1.004,5.6,19
EVA,2011-11-11,1.6786,6.403,406
Jungle Emperor: Courage Changes the Future,2009-09-05,1.293,5.0,3
PSI Factor,1980-01-01,0.9661,3.8,4
Geats Extra: Kamen Rider Tycoon meets Kamen Rider Shinobi,2023-06-18,0.9079,7.5,2
Terra Warrior Ψ BOY,1985-07-06,1.1622,7.0,1
Fahrenheit 451,2018-05-19,1.6823,5.443,927
Transformers: Scramble City,1986-04-01,1.3865,7.6,5
Seres: Genesis,2010-09-24,0.9092,5.0,7
Blood: The Last Vampire,2009-07-09,1.3549,5.859,410
Isa,2014-06-11,1.8384,4.2,6
Black Site,2018-08-27,0.9551,5.596,83
Far Cry,2008-12-17,1.5051,3.695,321
The Apocalypse,1997-05-17,0.8294,3.571,7
Danger! Danger!,2021-03-15,0.7359,3.5,2
Beast Man Snow Man,1956-02-01,1.1418,4.6,15
The Sand,2015-10-13,1.4819,5.046,259
Space Squad: Space Sheriff Gavan VS Tokusou Sentai Dekaranger,2017-07-19,1.9148,7.625,12
Rabid,1977-04-08,1.7443,6.324,540
Lady Momoko's Adventure,1979-12-22,0.9239,2.0,2
Kamen Rider Build The Movie: Be The One,2018-08-04,1.4038,7.0,10
Till Human Voices Wake Us,2015-07-25,0.6845,1.5,2
Red Ash: Gearworld,2024-09-12,0.9366,9.0,1
Harry and the Mutant Mid-Century Furniture,,0.803,0.0,0
Heavenly Wickedness,,0.6512,0.0,0
Agent Recon,2024-06-21,1.8531,4.3,7
Frankenstein Meets the Wolf Man,1943-03-12,1.2819,6.186,218
Giant God Warrior Appears in Tokyo,2013-04-23,1.2635,6.573,48
Monster High 2,2023-10-05,1.5747,6.8,100
CC,2018-09-22,0.8013,6.9,13
TIGER & BUNNY: The Rising,2014-03-14,1.3565,6.2,17
4:44 Last Day on Earth,2012-03-23,1.1033,4.7,174
Ejen Ali: The Movie 2,2025-05-22,1.4419,8.0,7
"Yobi, The Five-Tailed Fox",2008-01-24,1.0275,6.6,59
Dracula,,1.9514,0.0,0
The Human Vapor,1964-05-20,1.2704,6.6,16
The Real You,2024-11-08,1.6158,7.5,6
Gintama on Theater 2D: Shinsen-Gumi Doukan Arc,2025-02-07,1.5077,4.0,1
The Chasing World,2008-02-22,0.9824,5.69,21
Haunters,2010-11-10,1.6797,6.356,80
Substance,2014-01-01,1.3845,6.0,1
Kaizoku Sentai: Ten Gokaiger,2021-11-12,1.4413,7.857,7
Kaiju Mono,2016-07-16,0.7363,5.889,9
Femalien,1996-09-03,1.4272,4.925,21
Happily,2021-03-19,1.3434,5.8,137
The Island of Dr. Moreau,1996-08-23,1.3782,4.893,553
Jiu Jitsu,2020-11-20,1.5801,4.796,649
Shuriken Sentai Ninninger vs. Kamen Rider Drive: Spring Break Combined Special,2015-03-29,1.5744,7.0,6
Leprechaun 4: In Space,1997-02-25,1.3831,4.601,258
Future World,2018-05-25,1.6878,4.306,276
Cyborg 009 and the Monster Wars,1967-03-19,1.0206,4.2,6
New Dimension! Crayon Shin-chan the Movie: Battle of Supernatural Powers ~Flying Sushi~,2023-08-04,1.3714,6.8,40
Return of Ultraman,1971-07-24,1.0385,6.0,1
Sharknado 5: Global Swarming,2017-08-06,1.2194,4.762,345
Violent Stories,1985-08-29,1.5327,5.7,7
Android Apocalypse,2006-06-24,0.8419,3.956,34
River,2023-09-24,1.3048,6.9,100
Saikano: The Last Love Song on This Little Planet,2006-01-28,1.3784,4.1,17
Samara,2023-08-04,0.9082,6.0,3
Doppelganger,2001-04-21,1.5013,3.8,4
Brain Dead,1990-01-19,0.9825,5.621,132
Ghost in the Shell: Arise - Border 3: Ghost Tears,2015-10-13,1.4326,6.8,166
Five Pretty Young Ladies,1975-02-21,0.6772,0.0,0
Hyakujuu Sentai Gaoranger VS Super Sentai,2001-08-10,1.4825,7.4,7
The Town of Headcounts,2020-09-04,1.2707,6.3,3
Gamera vs. Jiger,1970-03-21,0.9793,5.8,66
Plan 9,2015-02-18,0.7882,3.76,25
Rosetta The Masked Angel: Rosetta Vs. Freia,1999-11-21,0.8596,0.0,0
A Wind Named Amnesia,1990-12-22,1.3708,5.904,52
Mindwarp,1992-04-26,1.0011,5.216,95
Ultraman Mebius Side Story: Armored Darkness - STAGE I: The Legacy of Destruction,2008-07-20,0.9397,0.0,0
Cyxork 7,2006-02-23,0.7152,7.0,1
Samurai Commando Mission 1549,2005-06-11,1.2986,5.2,15
Flying Phantom Ship,2022-10-25,1.3572,6.1,29
Kamen Rider #1,2016-03-26,1.2912,7.7,3
Invasion of the Neptune Men,1961-07-19,0.8267,2.846,26
Brainstorm,1983-09-30,1.6616,6.245,275
Memory Sculptor,2013-02-03,0.7684,0.0,0
The New Invisible Man,1959-01-01,1.0348,5.273,11
Shiver,2027-08-13,0.9153,0.0,0
Piggy Bank,1989-01-01,0.7534,4.2,2
Appleseed Alpha,2014-07-14,0.9218,6.723,410
Doctor Strange,2007-08-14,1.6182,6.776,340
The Fortress,1979-01-01,1.3808,6.5,4
The Capture,2017-11-16,1.1044,5.3,20
S-Girl,2022-09-16,0.8331,6.5,3
The Five Star Stories,1989-03-11,1.2804,6.281,32
Godsend,2004-04-30,1.5191,4.857,523
A Sound of Thunder,2005-09-02,1.6904,4.836,434
Toxin,2015-01-29,1.324,3.1,32
Exterminate,2023-11-21,1.3192,0.0,0
Die Welt ohne Waffen,1927-12-31,0.5287,0.0,0
Blank,2022-09-23,1.5773,4.371,31
Deadly Swarm,2003-09-20,1.4078,3.107,14
The Problem with Fiber Optics,2005-08-07,0.7049,9.0,1
Sagrada Reset Part 2,2017-05-13,1.3291,5.2,6
Altered Spirits,2016-01-16,1.5372,5.0,2
Mighty Jack,1987-12-29,0.8786,2.5,10
Doraemon: Nobita's Diary on the Creation of the World,1995-03-04,1.3857,7.2,19
Robot Riot,2020-06-12,0.8981,5.713,101
The Shepherd,1999-01-01,0.8596,3.2,10
Darkman II: The Return of Durant,1995-07-11,1.3224,5.639,294
Flashback,2021-11-11,0.8387,5.923,110
King Kong Escapes,1968-07-16,1.5328,6.167,108
Amazon Women on the Moon,1987-09-18,1.4837,5.882,182
Amphibian Man,2006-10-19,1.2238,6.81,87
"Les Zygs, le Secret des Disparus",2007-05-15,0.5606,2.0,1
Oh My God!,2015-12-04,1.1101,6.6,9
Twilight Q,1987-02-28,1.58,5.9,25
Love Doll Report: An Adult Toy,1975-04-12,0.9845,4.5,4
Mighty Morphin Power Rangers: Once & Always,2023-04-19,1.393,6.491,290
Dragon Ball Super: Broly,2019-01-16,1.6484,7.901,3083
Pokémon: Mewtwo - Prologue to Awakening,2013-12-29,1.2535,6.7,15
The Attack of the Giant Mousaka,2000-06-16,0.7809,2.976,21
Japoteurs,1942-09-18,1.6589,5.951,41
Vadakkupatti Ramasamy,2024-02-02,0.8531,6.2,4
The Legacy,2010-03-27,0.7036,2.0,1
Super Hero Wars GP: Kamen Rider #3,2015-03-21,1.3663,7.4,15
Haunted High,2012-08-25,1.2829,4.28,41
Blood Reign: Curse of the Yoma,1989-04-15,1.5226,5.536,28
Saviour Of The Soul II,1992-09-03,1.0595,4.333,9
Macross Frontier: Labyrinth of Time,2021-09-30,1.2962,6.75,4
Cocoon: The Return,1988-11-23,1.3435,6.482,1011
Mashin Sentai Kiramager Spin-Off: Yodonna 2,2021-09-12,0.8586,8.5,2
Spaceship Terror,2011-01-01,1.2976,3.0,6
Painkillers,2015-11-15,0.8294,4.0,21
Attack of the Meth Gator,2024-09-05,1.4543,5.2,39
Cognition,2020-10-09,1.5087,6.667,3
LEGO DC Comics Super Heroes: The Flash,2018-02-13,1.3054,6.8,230
Glowzies,2023-09-30,0.9096,0.0,0
Dark Relic,2010-03-27,1.5493,3.526,19
At First Light,2018-03-10,1.1899,5.7,144
Vexille,2008-02-14,1.2,6.678,169
Dragon Head,2003-07-30,1.1412,5.5,20
Smoking Aliens,2018-03-16,0.9592,6.0,1
Ladius,1987-12-01,0.9545,5.8,2
House of Dracula,1945-12-07,1.182,5.5,147
Intelligentia,2020-02-16,1.5338,6.0,3
Altered,2006-12-26,1.2379,5.404,244
King of Thorn,2010-05-01,1.3523,6.6,166
Pink zone 2: Inran to enban,2018-11-09,0.6836,2.0,2
Prappeda,2022-01-26,0.599,6.0,2
Marriage Unplugged,2024-10-28,1.5132,4.9,14
A Friend from Inner Space,1984-06-30,1.0829,6.0,1
Futurama: Bender's Big Score,2007-11-27,1.4781,7.38,750
Urusei Yatsura: Only You,1992-01-01,1.8282,6.047,43
Arctic Void,2022-01-14,0.8556,5.056,71
Shanghai Fortress,2019-08-09,1.3607,5.5,164
Hysteria,1997-10-01,0.9367,4.591,11
Cencoroll Connect,2019-06-29,1.3135,6.74,25
Ares,2016-11-23,1.4908,6.06,349
The Tatami Time Machine Blues,2022-09-30,1.4287,8.0,3
Control Room,2025-11-25,1.414,5.217,23
Mobile Suit Gundam: ALC ENCOUNTER,2024-11-24,1.7574,0.0,0
Eye Contact,2021-06-10,1.5441,4.0,1
The Bermuda Triangle,1978-02-10,0.9867,4.071,56
Intersect,2020-02-12,1.6266,5.185,73
One Fall,2016-09-02,1.5304,6.0,2
Sin: The Movie,2000-10-24,1.2435,5.4,10
Yakuza Weapon,2011-07-09,0.97,4.3,20
Magnitude 7.9,1980-08-30,0.9226,4.75,4
Insight,2021-03-12,1.595,5.6,27
Ram Asur,2021-11-19,0.5877,9.0,1
Scavenger,2021-05-11,1.5597,4.0,3
Kill Devil,2004-02-07,0.6975,4.3,6
Human Lost,2019-10-22,1.3694,4.986,35
Kamen Rider Agito: Project G4,2001-09-22,1.5992,6.6,5
Cat Girl Kiki,2007-05-08,1.0149,7.0,29
Millenium Zero,2000-07-29,0.7752,2.0,2
Tycus,2000-08-08,1.632,4.133,15
The Great Buddha Arrival,2019-07-13,1.1918,6.0,4
Lunar Cop,1995-12-19,0.9826,4.0,9
Son of Frankenstein,1939-01-13,1.3571,6.696,271
Island Escape,2023-08-08,1.1289,4.611,19
Kamen Rider Kiva: King of the Castle in the Demon World,2008-08-09,1.2507,6.9,8
Mobile Suit Gundam 00 Special Edition II: End of World,2009-12-23,1.5204,6.2,6
Jules Verne's Mysterious Island,2005-09-17,1.5331,5.5,7
Mr. Murder,1999-04-26,1.1993,4.9,13
Spirit of Wonder: Miss China's Ring,1996-02-14,1.393,4.5,8
The Rage: Carrie 2,1999-03-12,1.5489,5.639,452
The Soul,2021-04-14,1.1043,6.9,101
Bendasing,2025-03-31,1.6667,0.0,0
The Last War,1961-12-29,1.1023,6.273,11
The Candidate,2011-08-24,1.0662,7.5,19
Justice League: Doom,2012-02-28,1.6798,7.412,923
The Recall,2017-06-02,1.2538,4.661,364
Body Melt,2019-12-31,0.9781,5.076,112
Deep Core,2001-06-26,1.4025,3.6,17
The Omega Man,1971-08-01,1.5528,6.154,600
Antenna,2024-12-15,1.4783,0.0,0
The Bride,1985-08-16,1.9987,5.282,85
Towa no Quon 4: The Roaring Anxiety,2011-09-09,0.9133,6.833,24
Return from Witch Mountain,1978-03-10,1.213,5.872,235
Pontypool,2009-05-29,1.5999,6.463,693
Americana,2022-10-31,1.6525,9.0,2
Groot's First Steps,2022-08-10,1.4046,7.0,369
The Prayer,2021-08-13,0.8741,6.333,6
Dr. Jekyll and Mr. Hyde,1920-03-18,1.111,6.715,158
Ick,2025-07-27,1.5319,6.547,32
Journey to the Center of the Earth,1989-07-14,1.1806,3.115,27
One Million-Year Trip: Bander Book,1978-08-27,1.1348,5.1,12
Black Night,2006-04-05,0.8076,5.1,7
Singula,2023-04-13,1.7841,0.0,0
Outside the Law: The Scanner Cop Revolution,2021-05-31,0.674,0.0,0
The Fare,2018-11-19,1.0325,6.513,112
Tenchi Muyou! The Night Before the Carnival,1993-09-25,1.3625,3.6,5
Super Giant: The Artificial Satellite and the Destruction of Humanity,1957-12-28,0.8504,0.0,0
The Last Scout,2017-07-17,1.381,4.211,45
Run,2025-08-29,1.7261,8.5,2
Starcrash,1979-03-09,1.162,4.148,206
Death Race 2000,1975-04-30,1.8745,6.142,541
Battlefield: Fall of The World,2022-09-09,1.274,6.036,42
Mutant: Ghost War Girl,2022-09-26,1.2191,5.393,56
Ghost in the Shell: Ghost Chaser,2018-11-02,0.9558,5.3,3
Gundam,,1.5035,0.0,0
Treasure of the Bitch Islands,1990-11-16,0.5991,6.2,8
Uchu Sentai Kyuranger vs. Space Squad,2018-08-08,1.4723,5.417,12
My Favorite Martian,1999-02-11,1.318,5.632,340
Hippopotamus,2018-06-25,1.4295,2.0,4
Redcon-1,2018-09-07,1.64,5.694,327
UFOria,1984-07-10,1.6214,5.6,9
Doomsday Book,2012-04-11,1.6181,6.147,112
The Brood,1979-05-25,1.8164,6.717,794
Inside Out,1991-04-01,1.1554,2.6,5
Drive Back,2024-11-08,1.185,4.912,17
Time Trap,2014-11-30,1.54,6.7,26
Archons,2018-10-06,1.545,5.353,17
Abul Eyoun Garia,1958-07-12,0.6128,0.0,0
Meow,2017-07-20,1.5411,5.071,14
Jack N Jill,2022-05-20,0.7146,3.5,5
Legend of the Galactic Heroes: Overture to a New War,1993-12-18,1.3045,8.2,36
The Machine,1994-05-28,1.0552,5.1,19
Zillafoot,2019-05-29,0.7069,5.5,4
The Astronaut Farmer,2007-02-23,1.3358,6.255,363
Day of Reckoning,2016-10-08,1.2147,5.013,75
Arena Wars,2024-06-25,1.4028,5.274,62
Solarman,1986-10-23,1.7875,6.5,2
Blame!,2003-10-24,1.1473,4.8,14
Night Head,1994-11-03,0.821,5.0,1
Petrov's Flu,2022-09-23,1.1622,6.3,94
Absolute Dominion,2025-05-09,1.0668,5.563,8
No Evidence of Man,,0.6349,0.0,0
Los Superbonaerenses,2014-10-31,0.5191,10.0,1
Monstroid,1980-07-11,1.6552,3.389,18
Futurama: Into the Wild Green Yonder,2009-02-06,1.284,7.064,593
Nattmagasinet,1970-12-12,0.6099,0.0,0
"Goké, Body Snatcher from Hell",1969-01-01,1.05,5.759,56
"The Beast from 20,000 Fathoms",1953-06-13,1.1265,6.571,198
The Residence,2025-09-17,1.2111,6.324,54
Kamen Rider Ghost: Final Stage,2017-02-08,0.8695,0.0,0
Robot Wars,2016-10-05,1.4579,3.0,3
Gall Force: Eternal Story,1986-07-26,1.6878,6.5,17
Kleks Academy 2,2025-01-10,1.3169,5.2,7
Easy on the Eyes,2014-03-03,0.8673,5.2,30
Before the Fall,2025-12-12,1.5461,5.717,53
The People Who Own the Dark,1979-10-26,1.0046,4.704,28
Babylon 5: The Lost Tales - Voices in the Dark,2007-07-31,1.0736,6.475,118
Ivan Vasilyevich Changes His Profession,1973-09-17,1.346,7.884,395
Journey to the West,2023-04-01,1.4203,7.414,76
Yellow Dragon,2003-04-05,0.8727,4.8,2
"Caltiki, the Immortal Monster",1960-09-19,0.8606,5.802,53
Technological Threat,1988-05-15,0.8293,5.85,20
Destruction Inc.,1942-12-25,0.7326,6.444,36
Left Behind: Rise of the Antichrist,2023-01-26,1.209,4.9,28
Meatball Machine,2006-04-01,1.1647,5.4,83
Doctor Who: The Day of the Doctor,2013-11-23,1.8387,8.189,766
Garm Wars: The Last Druid,2015-10-05,1.2228,4.637,51
Electroshock,2011-09-07,1.5411,6.25,4
Arachnia,2003-08-05,1.2427,2.94,25
Kamen Rider vs. Shocker,1972-03-17,1.2698,5.8,4
Holocaust 2000,1978-04-19,1.3248,5.815,54
Kamen Rider Ex-Aid Trilogy: Another Ending - Kamen Rider Genm VS Lazer,2018-03-03,1.659,7.4,5
The Secret of the Third Planet,1981-07-31,1.048,7.387,119
Drones,2010-01-23,0.8929,5.7,15
Second Time Around,2002-01-11,1.5496,5.625,20
Monsters: Dark Continent,2015-04-02,1.3554,4.731,381
Groovity,2018-07-30,0.5338,0.0,0
UFO,2018-09-04,1.8078,6.92,433
Split Second,1992-05-01,1.4249,5.927,347
Der Tunnel,1933-10-26,0.8537,6.0,6
Solo,1996-08-23,1.3951,4.823,82
The Woman in Black and the Black Dragon,1966-06-11,0.846,0.0,0
The Vast of Night,2019-06-01,1.4807,6.554,1148
Night Breakers,2021-10-07,1.4015,7.7,3
Bio Slime,2010-03-29,1.4834,3.7,17
Strange Behavior,1981-10-16,0.8782,5.471,68
Our Man Flint,1966-01-16,1.2104,6.371,124
Juskiss,1996-09-01,0.7083,0.0,0
Tin Can,2022-08-05,1.6225,3.923,13
Mobile Suit Zeta Gundam - A New Translation I: Heirs to the Stars,2005-05-28,1.3437,6.6,22
The Humanoid,1986-03-05,1.1992,5.4,5
Chicken Park,1996-04-05,0.7617,3.272,57
Adieu Galaxy Express 999,1996-01-01,1.437,7.0,35
Doctor Mordrid,1992-11-02,1.0043,5.109,64
Tales of the Bizarre: 2014 Fall Special,2014-10-18,1.3046,8.5,2
Point B,2015-08-14,1.5272,5.8,7
Picante,2017-08-11,1.5886,0.0,0
Tomica Hero: Rescue Force Explosive Movie: Rescue the Mach Train!,2008-12-20,1.3885,8.0,1
Kamen Rider Geats: 4 Aces and the Black Fox,2023-07-28,1.2548,6.8,6
The Little Guy,2022-08-10,1.4117,7.3,284
Likeness,2024-02-26,1.5306,3.0,1
Guest from the Future,2024-04-26,0.7426,7.4,46
Psyclops,2002-12-31,1.6568,1.833,6
The Dark Kingdom,2018-11-26,1.3234,5.677,82
Ogre,2008-03-08,1.1011,5.265,81
Phoenix 2772,1980-03-15,1.4619,5.8,22
Sex Files: Pleasureville,2000-01-09,1.3157,5.2,10
Firestorm,1996-07-29,0.978,4.3,6
Where Did You Get This,1952-06-09,0.5675,0.0,0
Captain Power and the Soldiers of the Future: Raid on Volcania - Skill Level 3,1987-01-01,0.9192,8.0,1
Kyuukyuu Sentai GoGoFive vs Gingaman,2000-03-10,1.4011,6.6,6
Hanuman and the Five Kamen Riders,1975-03-15,1.453,5.0,4
Mutants,2009-05-06,1.5864,5.245,104
Doppelganger,2003-09-27,1.242,6.968,47
Cyborg X,2016-05-17,1.578,5.23,76
Engine Sentai Go-Onger: 10 Years Grand Prix,2018-09-26,1.1878,8.0,4
HOME!,2021-03-26,1.4546,7.0,1
Escape Game,,1.3864,0.0,0
Tokusou Sentai Dekaranger: 10 Years After,2015-10-07,1.2108,8.5,8
The Day of the Dolphin,1973-12-19,1.2163,5.8,57
Phenomenon II,2003-11-01,0.9488,6.038,13
Horseface,2014-12-05,1.539,8.0,1
The Incredible Hulk,1977-11-04,1.446,6.4,157
Batman vs. Two-Face,2017-10-08,1.632,6.322,191
Ice,2011-01-24,1.6247,5.5,4
TAWN-19,2020-10-09,1.7521,6.0,1
Zero Patience,1994-03-26,0.7936,5.5,18
Green Lantern: Beware My Power,2022-07-26,1.3883,6.757,241
Orion,2025-10-25,1.5036,0.0,0
Panash,2022-07-07,1.3629,7.6,17
The Blue Jean Monster,1991-05-23,1.0855,6.6,10
Lorca and the Outlaws,1987-04-04,1.5319,3.6,13
Uchu Sentai Kyuranger The Movie: The Geth Indaver Strikes Back!,2017-08-05,1.2146,6.7,3
Mega Scorpions,2003-03-28,1.7096,4.591,11
Suthee,1989-12-02,0.8887,0.0,0
Codename: Kids Next Door: Operation Z.E.R.O.,2006-08-11,1.2286,7.977,243
Naan Vanangum Deivam,1963-04-12,0.7381,0.0,0
Frankenstein '80,1972-12-12,0.7235,4.614,22
Space Brothers: Number Zero,2014-08-09,1.5051,7.8,4
Earthling,2011-03-14,1.0962,3.7,17
Mind Ripper,1995-10-08,1.0823,4.283,76
Time Warp,1981-01-01,1.5547,4.4,5
My Alien Girlfriend,2017-07-31,0.8561,0.0,0
Transformers: Zone,1990-07-21,1.1409,5.7,9
G.I. Joe: The Movie,1987-08-14,1.2328,6.466,102
Gundam Evolve,2001-08-13,1.5545,5.3,3
Suburban Commando,1991-10-04,0.9554,4.692,195
The Power,1968-02-21,1.5107,6.25,28
Warning,2021-10-22,1.4113,4.8,130
Ananas Bananas,2004-05-03,1.5957,0.0,0
Burst City,1982-04-09,1.31,6.274,31
Left Behind: World at War,2005-10-21,1.1374,4.151,76
Attach,,1.503,0.0,0
Vingyani,2014-11-28,0.5336,0.0,0
Wyrm,2019-09-21,1.9396,6.85,30
Ghost in the Shell: Arise - Border 4: Ghost Stands Alone,2015-10-13,1.3771,6.9,144
Battlestar Galactica: The Plan,2009-10-27,1.6645,6.762,469
Avataro Sentai Donbrothers vs. Zenkaiger,2023-05-03,1.4965,4.7,29
Family Guy Presents: Blue Harvest,2007-09-23,1.5241,7.429,127
Riding the Metro,2006-10-21,0.8808,6.9,8
Mutant Chronicles,2008-08-07,1.492,5.324,494
Fuuto Presents: Kamen Rider W Special Event Supported by Windscale,2010-04-21,0.9085,0.0,0
Sand Sharks,2011-12-20,0.8473,3.672,151
Scurry,2025-10-03,1.1847,4.266,32
Azuke,1990-11-10,0.833,0.0,0
Ressha Sentai ToQger The Movie: Galaxy Line S.O.S.,2014-07-19,1.2103,7.0,3
Zoombies,2016-05-13,1.7149,5.005,191
Double Blind,,0.7181,0.0,0
Riga-2041,2014-12-29,1.9835,0.0,0
The Girl Who Leapt Through Time,1997-11-08,1.0464,5.0,0
Time Traveller: The Girl Who Leapt Through Time,2010-09-12,1.3245,6.282,65
Predators: Moments of Extraction,2010-10-19,1.0357,4.222,9
Kalai Arasi,1963-04-19,0.4642,0.0,0
Adam and Women,1971-06-14,0.6159,0.0,0
Lady Battle Cop,1990-11-09,1.0832,7.111,9
Mr. Destiny,1990-10-12,1.5711,6.215,219
Kamen Rider Fourze: FINAL EPISODE,2013-02-21,1.1563,0.0,0
Monster Heaven: Ghost Hero,1990-07-28,0.7709,5.333,6
STAR DRIVER: The Movie,2013-02-09,1.5484,5.9,9
The Creatures,1969-12-09,1.333,6.4,49
Nine Awaken,2025-08-24,0.5139,0.0,0
Alien Blood,1999-01-01,1.4,1.889,9
Tarantula,1955-10-29,1.1869,6.5,305
Escape Attempt,2023-10-27,1.5424,0.0,0
Neppuu Kairiku Bushi Road,2013-12-31,1.1426,6.85,10
Roam,2021-10-01,1.6856,0.0,0
Promare / Side: Lio,2019-05-24,1.3727,6.9,26
Ultraman Tiga: The Final Odyssey,2000-03-08,1.6646,6.696,24
Groot's Pursuit,2022-08-10,1.0929,7.1,279
Reaver,2013-12-13,0.7042,6.0,4
The Visitation,2006-02-28,0.8459,4.938,48
Kamen Rider Drive Saga: Kamen Rider Chaser,2016-04-20,1.2063,7.8,4
Folly,2021-01-30,1.7511,5.0,1
The Shitheads,2026-01-23,1.8191,0.0,0
Spark: A Space Tail,2017-04-14,1.2418,4.841,63
Bone Keeper,2026-04-02,0.9712,0.0,0
We Watched Her Go,,0.5575,0.0,0
Mobile Suit Gundam Narrative,2019-02-19,1.4966,6.444,18
Ultraman Zearth,1996-03-09,0.9374,7.2,9
Diminuendo,2018-04-20,0.6595,4.0,12
"Oi, Dazai",2025-06-29,0.7895,7.0,1
Kamen Rider Decade: Protect! The World of Televikun,2009-08-01,0.9301,0.0,0
Deep,2021-07-16,0.958,6.3,121
Soulmate,2023-10-05,1.5755,7.333,3
Night of the Creeps,1986-08-21,1.2966,6.723,557
"Family Guy Presents: Something, Something, Something, Dark Side",2009-12-22,1.1279,7.281,161
Outer Touch,1981-12-11,0.8815,4.5,22
Kamen Rider Gaim: Gaiden - Zangetsu And Baron,2015-04-22,1.1756,5.0,4
Night Guards,2016-08-01,1.1801,4.679,67
The Order,2016-07-12,1.6278,10.0,2
Entangled,2014-09-08,1.4671,0.0,0
Lake Placid: Legacy,2018-05-28,1.202,4.95,170
Miracle 90 Days,1992-05-01,1.2089,6.0,1
Space Kid,1966-04-08,1.2847,8.0,1
Artemis '81,1981-12-29,0.8056,3.5,6
The Stranger,1973-02-26,0.7844,3.6,16
Good Neighbours,2024-04-06,1.4296,5.2,6
Real,2013-06-01,1.352,6.239,67
Mutant Aliens,2002-06-14,1.6892,6.224,29
Arena,1985-03-01,1.3951,8.0,2
Gamera 2: Attack of Legion,1996-07-12,1.413,7.428,125
3 Minutes,2011-01-10,1.2677,4.9,6
Reigo: King of the Sea Monsters,2008-06-12,0.8597,5.853,17
The Draft!,2024-09-20,1.1366,8.0,1
Kamen Rider Ghost: Ikkyu Eyecon Contention! Quick Wit Battle!!,2015-11-28,0.8766,0.0,0
Planet Earth,1974-04-23,1.2869,5.766,32
Ultimate Avengers: The Movie,2006-02-21,1.5594,6.876,387
Hyper Space,1989-04-01,1.5293,1.0,1
Infini-T Force the Movie: Farewell Gatchaman My Friend,2018-02-24,1.2304,5.5,9
